[STRING]
String = 12000,Hac Long Giang
String = 14008,MocChuy BPhu
String = 14009,ThuyBinh BPhu
String = 14010,HNo HieuGiac
String = 14011,HCan BPhu
String = 14012,DThach BPhu
String = 14013,NoXa BPhu
String = 14014,ThuBinh BPhu
String = 14015,CanVe BPhu
String = 14016,DangGiap BPhu
String = 14017,PhuKy BPhu
String = 14018,CuongNo BPhu
String = 14019,TrThuong BPhu
String = 14020,TrCung BPhu
String = 14021,TrongBo BPhu
String = 14022,Tien Thi Tran
String = 14023,Thien Dia Tran
String = 14024,Tuong Ung Tran
String = 14025,Nhan Hinh Tran
String = 14026,Truy Hinh Tran
String = 14027,Cau Hinh Tran
String = 14028,Vien Hinh Tran
String = 14029,Phuong Hinh Tran
String = 14030,Chau Bao
String = 14031,Hoang Kim
String = 14032,My Nu
String = 14033,Ngoc Khi
String = 14034,Chu Doan
String = 14035,Bo That
String = 14036,Linh Son Duoc
String = 14037,Cuu Nguu Hoan
String = 14038,TrSonLinhChi
String = 14039,Linh Chi
String = 14040,TrBachNhanTham
String = 14041,Nhan Tham
String = 14042,CanTuongMacTa
String = 14043,Thao The
String = 14044,BHoangViemPhuong
String = 14045,NhanNghiaVoSong
String = 14046,HanThietSongCK
String = 14047,Cu Khuyet Kiem
String = 14048,Si Mi Vong
String = 14049,Nghich Thien Kiem
String = 14050,Y Thien Kiem
String = 14051,Ho Nha Kiem
String = 14052,Hoang Thien No
String = 14053,Phi Tinh
String = 14054,Luu Thai
String = 14055,Hoa Dinh
String = 14056,Bat Tri Hoa
String = 14057,That Tinh Dao
String = 14058,Phuong Tho
String = 14059,Dong Cuc
String = 14060,Pha Son Kiem
String = 14061,Thanh Cong Kiem
String = 14062,Bach Hong
String = 14063,Tu Dien
String = 14064,Tich Ta
String = 14065,Luu Tinh
String = 14066,Thanh Minh
String = 14067,Bach Ly
String = 14068,Thon Chanh
String = 14069,Co Dinh Dao
String = 14070,Luu Quang
String = 14071,Song Co Kiem
String = 14072,Thai Nhat
String = 14073,The Nhien
String = 14074,Uy Dao
String = 14075,Phong Van Tram
String = 14076,Long Uyen Kiem
String = 14077,Quy Van
String = 14078,Hoa Tinh
String = 14079,Ho Nguyet Dao
String = 14080,Lien Hoan Dao
String = 14081,Man Dao
String = 14082,Tu Trieu
String = 14083,Mieu Dao
String = 14084,Khoan Nhan Kiem
String = 14085,Ngo Cau
String = 14086,Doan Dao
String = 14087,Dao Moc Kiem
String = 14088,Thanh Dong Kiem
String = 14089,Phac Dao
String = 14090,Truc Kiem
String = 14091,ChanHoaChuTuoc
String = 14092,Chu Tuoc Phien
String = 14093,HuyenMinhPhap
String = 14094,Kim Vu Phien
String = 14095,NguPhongKiemLinh
String = 14096,Hoa Diem Phien
String = 14097,ThienCuongPhThuy
String = 14098,Thai Nghe Phien
String = 14099,Khong Tuoc Phien
String = 14100,Bang Vu Phien
String = 14101,Am Vu Phien
String = 14102,Hac Vu Phien
String = 14103,Thien Duc Phien
String = 14104,Thuong Vu Phien
String = 14105,Thanh Vu Phien
String = 14106,Cuong Nhan Phien
String = 14107,ThietCotChietPhien
String = 14108,BachQuyenChietPhien
String = 14109,Thanh Truc Phien
String = 14110,Bach Vu Phien
String = 14111,TuongLongYenNguyet
String = 14112,ThanhLongYenNguyet
String = 14113,Loi Cong Tien
String = 14114,HoBi Dai Dao
String = 14115,NhatNguyetSongChuy
String = 14116,NgaoDauLuongNhan
String = 14117,ChienQuocDaiDao
String = 14118,XuanThuDaiDao
String = 14119,HonDonSongPhu
String = 14120,Thien Cuong Phu
String = 14121,HonDonKhaiThienD
String = 14122,TamHoanDaiDao
String = 14123,Ba Mau
String = 14124,Nam Cuc
String = 14125,Bien Cau
String = 14126,TayVucLiemDao
String = 14127,ThietTatCotLeDoa
String = 14128,Xa Luan Phu
String = 14129,HuyenThietToaiCon
String = 14130,QuyDauDaiDao
String = 14131,Tao Duong Chuy
String = 14132,Van Nguyet Dao
String = 14133,Luong Nhan Phu
String = 14134,Quy Nhan Dao
String = 14135,Kim Qua Chuy
String = 14136,Nhi Lang Dao
String = 14137,Tam Tiem Dao
String = 14138,Pha Tran Dao
String = 14139,Song Phu Thu
String = 14140,Song Thiet Cau
String = 14141,Dieu Dao
String = 14142,Thanh Dong Tien
String = 14143,Lang Nha Bong
String = 14144,Yen Nguyet Dao
String = 14145,Nguyet Nha San
String = 14146,Tram Ma Dao
String = 14147,Phuong Lang Chuy
String = 14148,Tuong Dao
String = 14149,Luu Tinh Chuy
String = 14150,Cau Liem Dao
String = 14151,Phung Chuy Dao
String = 14152,Toai Chuy
String = 14153,Dai Phu
String = 14154,Khuat Dao
String = 14155,My Tiem Dao
String = 14156,Dong Truong Dao
String = 14157,ThanQuyPhuongThienKc
String = 14158,PhuongThienHoaKich
String = 14159,VanThangTruongBatMau
String = 14160,TruongBatXaMau
String = 14161,CuuThienLongHonQuan
String = 14162,Long Dam Thuong
String = 14163,PhVuongPhungHoangTh
String = 14164,Phung Hoang Th
String = 14165,HoBiPhuongThienKc
String = 14166,Than Long Qua
String = 14167,PhaQuanTatLeTh
String = 14168,ThanhThienCauLiemTh
String = 14169,Tay Cuc
String = 14170,Bat Chu
String = 14171,Long Tuy Thuong
String = 14172,Ung Long Kich
String = 14173,Tu Long Kich
String = 14174,TramMaCauLiemTh
String = 14175,DiemHoaTiemThuong
String = 14176,QuaiNhanTatLeTh
String = 14177,SongNhanNguyetNhaKc
String = 14178,Long Giac Xoa
String = 14179,ThietTichXaMau
String = 14180,Xa Mau
String = 14181,Phuong Viet Kich
String = 14182,Truong Sat
String = 14183,Thiet Viet Kich
String = 14184,Bach Ngoc Kich
String = 14185,Thap Tu Thuong
String = 14186,Phu Nhan Thuong
String = 14187,Cau Liem Thuong
String = 14188,Cuu Phuong Dang
String = 14189,Quai Dot Thuong
String = 14190,Le Hoa Thuong
String = 14191,Thau Giap Thuong
String = 14192,Nguyet Nha Kich
String = 14193,Nhan Linh Thuong
String = 14194,Long Dao Thuong
String = 14195,Cuu Khuc Kich
String = 14196,Song Xoa Mau
String = 14197,Tam Xoa Kich
String = 14198,Luong Nhan Xoa
String = 14199,Hong Anh Thuong
String = 14200,Ma Xoa
String = 14201,Tiem Thuong
String = 14202,Dong Thu
String = 14203,Cuong Mau
String = 14204,Doan Truy Thuong
String = 14205,VanLyKhoiVanYen
String = 14206,CoThietLienHoanCung
String = 14207,Bac Cuc
String = 14208,Truy Hon Cung
String = 14209,Bao Viem Cung
String = 14210,Than Dien Cung
String = 14211,Bach Ly Cung
String = 14212,Pha Giap Cung
String = 14213,Khac Dich Cung
String = 14214,Tan Loi Cung
String = 14215,Bach Kim Cung
String = 14216,Than Ty Cung
String = 14217,Bach Hoa Cung
String = 14218,Pha Ta Cung
String = 14219,Cuong Cung
String = 14220,Xuyen Van Cung
String = 14221,Dan Cung
String = 14222,Truong Cung
String = 14223,Doan Cung
String = 14224,UJ DKT
String = 14225,Au Ky Lan
String = 14226,Hac Ky Lan
String = 14227,Hoa Ky Lan
String = 14228,BachNgocKyLan
String = 14229,Thien Ma
String = 14230,Long Ma
String = 14231,Tu Bat Tuong
String = 14232,Cung Ky
String = 14233,Phi Liem
String = 14234,TruyPhongBachHoang
String = 14235,TuKimXichTho Ma
String = 14236,Xich Tho Ma
String = 14237,QuyenMaoXTMa
String = 14238,Tuyet Anh
String = 14239,TraoHoangPhiDien
String = 14240,Kho Lau Ma
String = 14241,CuongGiapChienMa
String = 14242,XungGiacCuNguu
String = 14243,Tung Phong
String = 14244,TrongGiapHacBao
String = 14245,TrongGiapChienHo
String = 14246,Lieu Nguyen Hoa
String = 14247,XungThanhCuTuong
String = 14248,Dich Lo
String = 14249,AnDoBachTuong
String = 14250,DangGiapCuTuong
String = 14251,AnDoThanTuong
String = 14252,DangGiapChienNguu
String = 14253,Thanh Nguu
String = 14254,ThietGiapLacDa
String = 14255,ThietGiapChienMa
String = 14256,Thiet Ky Ma
String = 14257,Hac Bao
String = 14258,Chien Ho
String = 14259,Tu Tinh
String = 14260,Han Huyet Ma
String = 14261,Van Tong Ma
String = 14262,Dai Uyen Ma
String = 14263,Bach Hac
String = 14264,Bach Thach
String = 14265,Sa Ly Phi
String = 14266,Kinh Pham
String = 14267,Lac Da
String = 14268,Xich Mao Nguu
String = 14269,Nam Man Tuong
String = 14270,Hac Tong Ma
String = 14271,Hat Tong Ma
String = 14272,Hoang Tong Ma
String = 14273,Van 01
String = 14274,Van 02
String = 14275,Van 03
String = 14276,KhinhKyBinhMa
String = 14277,TrongKyBinhMa
String = 14278,ManhThu Binh
String = 14279,Tuong Binh
String = 14280,Hung No Binh
String = 14281,Thiet Ky Binh
String = 14282,Chien Xa Ma
String = 14283,TieuHoangTong Ma
String = 14284,Kho Lau Ma
String = 14285,TayThucDiaDo
String = 14286,HuyenTheLucII
String = 14287,Huyen The Luc
String = 14288,BinhThu24Thien
String = 14289,ManhDucTanThu
String = 14290,Su Ki
String = 14291,XuanThuTaTruyen
String = 14292,XichDiem TQuyet
String = 14293,XichDiem PThu
String = 14294,LienNoBinh BPhap
String = 14295,LienNo QThu
String = 14296,HoaTien BPhap
String = 14297,HoaTien QThu
String = 14298,LongPhao BPhap
String = 14299,LongPhao QThu
String = 14300,CuThach BPhap
String = 14301,CuThach QThu
String = 14302,HoaLuan BPhap
String = 14303,HoaLuan QThu
String = 14304,ConThach BPhap
String = 14305,ConThach QThu
String = 14306,DiaTuyen TQuyet
String = 14307,DiaTuyen PThu
String = 14308,DiaMao BPhap
String = 14309,DiaMao QThu
String = 14310,DotThach TQuyet
String = 14311,DotThach PThu
String = 14312,Hoa Duoc Dai
String = 14313,Hoa Duoc Dung
String = 14314,Liet Hoa Phu
String = 14315,Bao Viem Phu
String = 14316,Thai Cuc An
String = 14317,Thai Cuc PhuAn
String = 14318,BatQuai TQuyet
String = 14319,BatQuai PThu
String = 14320,LoiKich TQuyet
String = 14321,LoiKich PThu
String = 14322,NguLoi TQuyet
String = 14323,CuongLoi PThu
String = 14324,PhucBinh BPhap
String = 14325,PhucBinh QThu
String = 14326,HauBinh BPhap
String = 14327,HauBinh QThu
String = 14328,PhanOn BPhap
String = 14329,PhanOn QThu
String = 14330,ToanDang TQuyet
String = 14331,ToanDang PThu
String = 14332,LienHoa TQuyet
String = 14333,LienHoa PThu
String = 14334,ToanPhong TQuyet
String = 14335,LongQuyen PThu
String = 14336,DotKichChienCo
String = 14337,BoiThuyChienCo
String = 14338,Hoa Nguu BPhap
String = 14339,Hoa Nguu QThu
String = 14340,Xung Xa
String = 14341,CongThanhChienXa
String = 14342,Trieu Quy Thach
String = 14343,HoanHonPhapChau
String = 14344,Viem Thu Tuong
String = 14345,PhunHoaLongXa
String = 14346,KhuBao BPhap
String = 14347,KhuBao QThu
String = 14348,ThanDien BPhap
String = 14349,ThanDien QThu
String = 14350,Tinh Lan
String = 14351,Cong Thanh Thap
String = 14352,ThoiKOBaoChau
String = 14353,Hoang Tuyen Ngoc
String = 14354,Minh Phu BChau
String = 14355,Menh Lieu Thach
String = 14356,HoatLieu BChau
String = 14357,Hoi Thien Thach
String = 14358,HoatThien BChau
String = 14359,Thien Linh Kinh
String = 14360,Dia Linh Kinh
String = 14361,DongNhac ChiTho
String = 14362,PhuLoi TQuyet
String = 14363,PhuLoi PThu
String = 14364,Ac Quy Thuan
String = 14365,Quy Vuong Thuan
String = 14366,KyLan KimGiac
String = 14367,ThLongNghichLan
String = 14368,HuyenVuLinhXac
String = 14369,BachHoNganNha
String = 14370,ChuTuocViemVu
String = 14371,NhanHinh CPhu
String = 14372,NhanBi KhoiLoi
String = 14373,Tho Don QTruc
String = 14374,Am Sat QTruc
String = 14375,Loi Hoa QTruc
String = 14376,Xich Quy QTruc 
String = 14377,Kho Vo QTruc
String = 14378,PhongMa QTruc
String = 14379,Huyet Kiem Quyet
String = 14380,Huyet Kiem BiLuc
String = 14381,Thien Kiem Quyet
String = 14382,ThienKiem BiLuc
String = 14383,Dia Long Chau
String = 14384,Dia Long Ky
String = 14385,Hoa Long Chau
String = 14386,Hoa Long Ky
String = 14387,Thuy Long Chau
String = 14388,Thuy Long Ky
String = 14389,Phong Long Chau
String = 14390,Phong Long Ky
String = 14391,LongNhaCoQuan
String = 14392,LongNhaGiaiDo
String = 14393,Than Chuy Quyet
String = 14394,Than Chuy BiLuc
String = 14395,Ta Nhan Quyet
String = 14396,Ta Nhan BiLuc
String = 14397,Ki Nhuong TQuyet
String = 14398,Ki Nhuong PThu
String = 14399,Na Di TQuyet
String = 14400,Na Di PThu
String = 14401,Hoa Khi TQuyet
String = 14402,Di Khi PThu
String = 14403,CoThietThanUngDo
String = 14404,U Minh QuanKy
String = 14405,Yeu Ho Cuu
String = 14406,Moc Thi Ngau
String = 14407,HoVuongNhaLuyen
String = 14408,CoThietDiLongDo
String = 14409,CoThietViemHoangDo
String = 14410,HoaQuyHoLo
String = 14411,Thao Thiet HungLo
String = 14412,CoThiet LyHoDo
String = 14413,CoThiet ToanNgheDo
String = 14414,Thai Duong Phien
String = 14415,Thai Am Phien
String = 14416,Loi Vu Phien
String = 14417,Phi Tuyet Phien
String = 14418,Luyen Khi Lo
String = 14419,Hoa Khi Lo
String = 14420,Tien Cong Quyet
String = 14421,Tien Cong CThuat
String = 14422,Thien Thoi CThuat
String = 14423,Dia Loi CThuat
String = 14424,Nhan Hoa CThuat
String = 14425,Ngu Tu CCo
String = 14426,Doc Thiet Tam Dac
String = 14427,Hai Loa Hieu Giac
String = 14428,So Ca Khu Pho
String = 14429,Pha Giap Quyet
String = 14430,Phong Ngu Quyet
String = 14431,Chuong Ngai Quyet
String = 14432,Hanh Quan Quyet
String = 14433,Bao Quan CThu
String = 14434,Xi Vuu CThu
String = 14435,Ba Vuong CThu
String = 14436,Truyen Quoc Ngoc Ty
String = 14437,Doan Lo Quyet
String = 14438,Triet Thoi Quyet
String = 14439,Loc Giac Quyet
String = 14440,Loc Giac CThuat
String = 14441,Loc Giac BiDien
String = 14442,Dia Loi Quyet
String = 14443,Dia Loi CThuat
String = 14444,Dia Loi BiDien
String = 14445,Dia Dinh NPThiep
String = 14446,Dia Dinh BNThu
String = 14447,Dia Binh TLuc
String = 14448,Mai Phuc CThuat
String = 14449,Mai Phuc BiDien
String = 14450,Vien Quan CThuat
String = 14451,Vien Quan BiDien
String = 14452,Hoan Thi Phu
String = 14453,Hoan Thi Lenh
String = 14454,Phong Ki CThuat
String = 14455,Phong Ki BiDien
String = 14456,ThaoThietChiNha
String = 14457,ThaoThietChiCot
String = 14458,ThaoThietChiGiac
String = 14459,Thai Binh YeuThuat
String = 14460,Don Giap ThienThu
String = 14461,SuyThuDoanTien
String = 14462,Kinh Nghiem BChau
String = 14463,Sach Phan Quyet
String = 14464,Phu Quan Quyet
String = 14465,ThachTuongDoQuyen
String = 14466,CuMaDoQuyen
String = 14467,ThietThuanDoQuyen
String = 14468,Pha Tran Quyet
String = 14469,Hoi Xuan Thach
String = 14470,Hoi Xuan TinhThach
String = 14471,Khi Lieu Chau
String = 14472,Khi Lieu BChau
String = 14473,Khi Lieu KChau
String = 14474,Thong Thien Kinh
String = 14475,Gia Thien Pham
String = 14476,Vo Nga MKinh
String = 14477,Vo Cuc Can KhonD
String = 14478,ManhHoa YQuyet
String = 14479,ManhHoa BiDien
String = 14480,SucDia YQuyet
String = 14481,SucDia BiDien
String = 14482,AmLoi YQuyet
String = 14483,AmLoi BiDien
String = 14484,DiaNhan YQuyet
String = 14485,DiaNhan BiDien
String = 14486,TrinhTra YQuyet
String = 14487,ThanhDa YQuyet
String = 14488,Tuyet Dia Kinh
String = 14489,Yem Dia Pham
String = 14490,NacTungChiThuat
String = 14491,PhiHoaThienDang
String = 14492,NguyTaoQuanAn
String = 14493,Quan Lenh Trang
String = 14494,Cong Su YQuyet
String = 14495,Cong Su BiDien
String = 14496,Pha Tuong YQuyet
String = 14497,Pha Tuong BiDien
String = 14498,Xung Chuy KhaiYeu
String = 14499,Xung Chuy TLuan
String = 14500,Chien Xa KhaiYeu
String = 14501,Chien Xa TLuan
String = 14502,Trich Loi KhaiYeu
String = 14503,Trich Loi TLuan
String = 14504,Hoa Sung KhaiYeu
String = 14505,Hoa Sung TLuan
String = 14506,Phao Xa KhaiYeu
String = 14507,Phao Xa TLuan
String = 14508,Thuan Bai KhaiYeu
String = 14509,Thuan Bai TLuan
String = 14510,Thieu Quyet KhaiYeu
String = 14511,Thieu Quyet TLuan
String = 14512,Thiet Bao CoQuan
String = 14513,Thiet Bao KCDo
String = 14514,Dong Nhan CoQuan
String = 14515,Dong Nhan KCDo
String = 14516,Thiet Xa CoQuan
String = 14517,Thiet Xa KCDo
String = 14518,Xung Tran PhaGThu
String = 14519,Xung Tran TDSach
String = 14520,Tiet Thien CoQuan
String = 14521,Tiet Thien KCDo
String = 14522,Tich Lich CoQuan
String = 14523,Tich Lich KCDo
String = 14524,Bat Bao Linh Dang
String = 14525,Cam Lo Bao Binh
String = 14526,Cuu Tich Bao Khi
String = 14527,NhatPhamTKQuan
String = 14528,Su Man Bao Dai
String = 14529,Quan Su Thu An
String = 14530,Thu DienThietGiap
String = 14531,Thiet Kho Lau
String = 14532,Ngai Thao HNang
String = 14533,Lanh Tien
String = 14534,Doan Kich
String = 14535,Dong Chuy
String = 14536,Phi Dao
String = 14537,Thu Ly Kiem
String = 14538,Duong Sinh TLuc
String = 14539,Tinh Tu Tam Dac
String = 14540,Tuong Ung Vu
String = 14541,Ac Lang Nha
String = 14542,Manh Nguu Giac
String = 14543,Ho Dien Cu
String = 14544,Bao Bi Oan
String = 14545,Hung Cot Suc
String = 14546,Dong Tu Ngu Thu
String = 14547,Co Ngu Thu
String = 14548,Khuyen Than Ngoc
String = 14549,Co Thiet MocNguu
String = 14550,Co Thiet LuuMa
String = 14551,DaoThao NhanNgau
String = 14552,Co Thiet BinhLenh
String = 14553,Cong Thanh PLuoc
String = 14554,Cuong Tap PLuoc
String = 14555,Phong Ngu PLuoc
String = 14556,Mong Xung Thuyen
String = 14557,Hanh Quan PLuoc
String = 14558,Luc Thao BThu
String = 14559,Chan Long HuyenAn
String = 14560,Thanh Nang Thu
String = 14561,CoThiet BiThuat
String = 14562,Chan CoThiet BThuat
String = 14563,Bac Dau Thien Tuong
String = 14564,Ngoc Tiet Kim Dan
String = 14565,Gioi Hiep Van Huong
String = 14566,Quynh Tuong NDich
String = 14567,Kim Chau
String = 14568,Vo Ha Ngoc Bich
String = 14569,Long Van BachNgoc
String = 14570,Tu Linh Bao Kinh
String = 14571,Ngan Cu Kiem
String = 14572,Hac Cu Kiem
String = 14573,Kim Cu Kiem
String = 14574,Pha Thanh Chuy
String = 14575,HKim PhaThanhChuy
String = 14576,Ta Nhan
String = 14577,Huyet HongTaNhan
String = 14578,UJ HaoNhanTap
String = 14579,TiemNhaQuyHo VK
String = 14580,ThanhLanThuyYeu VK
String = 14581,DaiHoaBao VK
String = 14582,PheNhanCuHung VK
String = 14583,KimGiapYeuLong VK
String = 14584,BachLangVuong VK
String = 14585,HuyetDiemHoaNghi VK
String = 14586,TienTanThiTuong VK
String = 14587,XichDaXoa VK
String = 14588,QuyDienTriChiChu VK
String = 14589,ThanhLaSat VK
String = 14590,CuTuyetHung VK
String = 14591,Thai Tue VK
String = 14592,Xich Mang VK
String = 14593,HacNgocYeuMang VK
String = 14594,LuuManhDauTuV VK
String = 14595,SaMacThoPhi VK
String = 14596,ThoPhachVuong VK
String = 14597,SonTacVuong VK
String = 14598,HaiTacVuong VK
String = 14599,HaiTacSatThu VK
String = 14600,HaiTacDauMuc VK
String = 14601,SonTacPhuVuong VK
String = 14602,DaoPhongNuSat VK
String = 14603,AcConDauDau VK
String = 14604,SaMacTacVuong VK
String = 14605,NuTacThuLinh VK
String = 14606,SonTacDauTu VK
String = 14607,SonTacCuongNhan VK
String = 14608,MongDienDaiDao VK
String = 14609,QuyVuongDongTrac VK
String = 14610,ChucCongDao VK
String = 14611,Doan Lang VK
String = 14612,Tieu Nhan VK
String = 14613,ThuanVuThuong VK
String = 14614,Boc Ho VK
String = 14615,Tu Y VK
